instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,Unnamed: 0,atemp,hum,windspeed,casual,registered,cnt,instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
240,11-01-2011,1,0,1,8,False,2,2,0.18,239,0.2121,0.51,0.0896,3,214,217,859.0,08-02-2011,1.0,0.0,2.0,5.0,False,2.0,1.0,0.26,0.2273,0.81,0.3284,0.0,2.0,2.0
241,11-01-2011,1,0,1,9,False,2,2,0.18,240,0.197,0.51,0.1642,3,127,130,860.0,08-02-2011,1.0,0.0,2.0,6.0,False,2.0,1.0,0.26,0.2273,0.7,0.3284,0.0,39.0,39.0
242,11-01-2011,1,0,1,10,False,2,2,0.2,241,0.2121,0.51,0.1642,3,51,54,861.0,08-02-2011,1.0,0.0,2.0,7.0,False,2.0,1.0,0.24,0.197,0.65,0.4179,3.0,97.0,100.0
243,11-01-2011,1,0,1,11,False,2,2,0.2,242,0.2121,0.47,0.1343,4,31,35,862.0,08-02-2011,1.0,0.0,2.0,8.0,False,2.0,1.0,0.24,0.197,0.56,0.4925,7.0,236.0,243.0
244,11-01-2011,1,0,1,12,False,2,2,0.2,243,0.2273,0.51,0.1045,2,55,57,863.0,08-02-2011,1.0,0.0,2.0,9.0,False,2.0,1.0,0.24,0.197,0.52,0.4925,7.0,128.0,135.0
245,11-01-2011,1,0,1,13,False,2,2,0.2,244,0.2273,0.59,0.0896,6,46,52,864.0,08-02-2011,1.0,0.0,2.0,10.0,False,2.0,1.0,0.22,0.1818,0.47,0.5522,4.0,44.0,48.0
246,11-01-2011,1,0,1,14,False,2,2,0.2,245,0.2273,0.59,0.0896,3,60,63,865.0,08-02-2011,1.0,0.0,2.0,11.0,False,2.0,1.0,0.22,0.1818,0.47,0.4627,1.0,49.0,50.0
247,11-01-2011,1,0,1,15,False,2,2,0.16,246,0.197,0.8,0.0896,2,45,47,866.0,08-02-2011,1.0,0.0,2.0,12.0,False,2.0,1.0,0.24,0.197,0.38,0.4925,2.0,63.0,65.0
248,11-01-2011,1,0,1,16,False,2,2,0.16,247,0.1515,0.86,0.2239,4,72,76,867.0,08-02-2011,1.0,0.0,2.0,13.0,False,2.0,2.0,0.24,0.197,0.32,0.4478,2.0,48.0,50.0
249,11-01-2011,1,0,1,17,False,2,2,0.16,248,0.1515,0.86,0.2239,6,130,136,868.0,08-02-2011,1.0,0.0,2.0,14.0,False,2.0,1.0,0.22,0.197,0.37,0.4179,3.0,61.0,64.0
250,11-01-2011,1,0,1,18,False,2,3,0.16,249,0.1818,0.93,0.1045,1,94,95,869.0,08-02-2011,1.0,0.0,2.0,15.0,False,2.0,1.0,0.22,0.197,0.35,0.3881,6.0,45.0,51.0
251,11-01-2011,1,0,1,19,False,2,3,0.16,250,0.2273,0.93,0.0,0,51,51,870.0,08-02-2011,1.0,0.0,2.0,16.0,False,2.0,1.0,0.22,0.1818,0.35,0.5224,4.0,79.0,83.0
252,11-01-2011,1,0,1,20,False,2,3,0.16,251,0.1515,0.93,0.194,0,32,32,871.0,08-02-2011,1.0,0.0,2.0,17.0,False,2.0,1.0,0.22,0.1818,0.32,0.5821,4.0,172.0,176.0
253,11-01-2011,1,0,1,21,False,2,3,0.16,252,0.197,0.86,0.0896,0,20,20,872.0,08-02-2011,1.0,0.0,2.0,18.0,False,2.0,1.0,0.2,0.1818,0.32,0.3881,1.0,151.0,152.0
254,11-01-2011,1,0,1,22,False,2,3,0.16,253,0.1818,0.93,0.1045,1,28,29,873.0,08-02-2011,1.0,0.0,2.0,19.0,False,2.0,1.0,0.16,0.1212,0.4,0.4627,1.0,100.0,101.0
255,11-01-2011,1,0,1,23,False,2,3,0.16,254,0.197,0.93,0.0896,1,18,19,874.0,08-02-2011,1.0,0.0,2.0,20.0,False,2.0,1.0,0.16,0.1364,0.4,0.3284,3.0,53.0,56.0
256,12-01-2011,1,0,1,0,False,3,2,0.16,255,0.197,0.86,0.0896,0,7,7,875.0,08-02-2011,1.0,0.0,2.0,21.0,False,2.0,1.0,0.14,0.1061,0.33,0.4627,8.0,46.0,54.0
257,12-01-2011,1,0,1,1,False,3,2,0.16,256,0.1818,0.86,0.1045,0,6,6,876.0,08-02-2011,1.0,0.0,2.0,22.0,False,2.0,1.0,0.12,0.1061,0.33,0.3582,0.0,29.0,29.0
258,12-01-2011,1,0,1,2,False,3,1,0.14,257,0.1515,0.86,0.1343,0,1,1,877.0,08-02-2011,1.0,0.0,2.0,23.0,False,2.0,1.0,0.12,0.1061,0.33,0.3284,3.0,9.0,12.0
259,12-01-2011,1,0,1,5,False,3,1,0.14,258,0.1515,0.86,0.1642,0,5,5,878.0,09-02-2011,1.0,0.0,2.0,0.0,False,3.0,1.0,0.1,0.0758,0.36,0.3582,0.0,17.0,17.0
260,12-01-2011,1,0,1,6,False,3,1,0.12,259,0.1515,0.93,0.1343,0,16,16,879.0,09-02-2011,1.0,0.0,2.0,1.0,False,3.0,1.0,0.1,0.1061,0.36,0.2239,0.0,7.0,7.0
261,12-01-2011,1,0,1,7,False,3,1,0.14,260,0.1515,0.69,0.1343,0,54,54,880.0,09-02-2011,1.0,0.0,2.0,2.0,False,3.0,1.0,0.08,0.0758,0.38,0.2836,1.0,2.0,3.0
262,12-01-2011,1,0,1,8,False,3,1,0.16,261,0.1667,0.59,0.1642,3,125,128,881.0,09-02-2011,1.0,0.0,2.0,3.0,False,3.0,1.0,0.06,0.0758,0.45,0.1343,0.0,2.0,2.0
263,12-01-2011,1,0,1,9,False,3,1,0.16,262,0.1364,0.59,0.3284,3,78,81,882.0,09-02-2011,1.0,0.0,2.0,5.0,False,3.0,1.0,0.06,0.1061,0.45,0.1045,0.0,7.0,7.0
264,12-01-2011,1,0,1,10,False,3,1,0.18,263,0.1818,0.55,0.2239,0,39,39,883.0,09-02-2011,1.0,0.0,2.0,6.0,False,3.0,1.0,0.06,0.1515,0.45,0.0,0.0,43.0,43.0
265,12-01-2011,1,0,1,11,False,3,1,0.2,264,0.1818,0.51,0.3881,3,32,35,884.0,09-02-2011,1.0,0.0,2.0,7.0,False,3.0,1.0,0.06,0.1061,0.49,0.1045,4.0,95.0,99.0
266,12-01-2011,1,0,1,12,False,3,1,0.2,265,0.1515,0.47,0.5821,3,52,55,885.0,09-02-2011,1.0,0.0,2.0,8.0,False,3.0,1.0,0.1,0.1364,0.42,0.0,1.0,198.0,199.0
267,12-01-2011,1,0,1,13,False,3,1,0.22,266,0.197,0.44,0.3582,0,49,49,886.0,09-02-2011,1.0,0.0,2.0,9.0,False,3.0,1.0,0.12,0.1364,0.39,0.1642,4.0,119.0,123.0
268,12-01-2011,1,0,1,14,False,3,1,0.2,267,0.1818,0.47,0.3284,0,44,44,887.0,09-02-2011,1.0,0.0,2.0,10.0,False,3.0,1.0,0.14,0.1818,0.36,0.0,8.0,51.0,59.0
269,12-01-2011,1,0,1,15,False,3,1,0.2,268,0.1667,0.47,0.4179,1,48,49,888.0,09-02-2011,1.0,0.0,2.0,11.0,False,3.0,2.0,0.14,0.1515,0.43,0.1642,1.0,40.0,41.0
270,12-01-2011,1,0,1,16,False,3,1,0.22,269,0.197,0.44,0.3284,5,63,68,889.0,09-02-2011,1.0,0.0,2.0,12.0,False,3.0,2.0,0.18,0.1818,0.4,0.2239,4.0,57.0,61.0
271,12-01-2011,1,0,1,17,False,3,1,0.2,270,0.1818,0.47,0.3582,0,139,139,890.0,09-02-2011,1.0,0.0,2.0,13.0,False,3.0,1.0,0.18,0.1667,0.4,0.2537,2.0,67.0,69.0
272,12-01-2011,1,0,1,18,False,3,1,0.2,271,0.1515,0.47,0.5224,2,135,137,891.0,09-02-2011,1.0,0.0,2.0,14.0,False,3.0,1.0,0.2,0.1818,0.34,0.2985,2.0,56.0,58.0
273,12-01-2011,1,0,1,19,False,3,1,0.18,272,0.1515,0.47,0.4179,1,82,83,892.0,09-02-2011,1.0,0.0,2.0,15.0,False,3.0,2.0,0.2,0.1818,0.34,0.2836,3.0,61.0,64.0
274,12-01-2011,1,0,1,20,False,3,1,0.16,273,0.1364,0.5,0.3284,2,54,56,893.0,09-02-2011,1.0,0.0,2.0,16.0,False,3.0,2.0,0.2,0.197,0.37,0.2537,7.0,72.0,79.0
275,12-01-2011,1,0,1,21,False,3,1,0.16,274,0.1364,0.55,0.3284,0,57,57,894.0,09-02-2011,1.0,0.0,2.0,17.0,False,3.0,2.0,0.2,0.197,0.34,0.2537,9.0,157.0,166.0
276,12-01-2011,1,0,1,22,False,3,1,0.16,275,0.1212,0.55,0.4478,1,32,33,895.0,09-02-2011,1.0,0.0,2.0,18.0,False,3.0,2.0,0.18,0.1667,0.47,0.2985,2.0,168.0,170.0
277,12-01-2011,1,0,1,23,False,3,1,0.14,276,0.1061,0.59,0.4179,1,19,20,896.0,09-02-2011,1.0,0.0,2.0,19.0,False,3.0,3.0,0.14,0.1212,0.86,0.2537,1.0,87.0,88.0
278,13-01-2011,1,0,1,0,False,4,1,0.14,277,0.1212,0.59,0.2836,1,6,7,897.0,09-02-2011,1.0,0.0,2.0,20.0,False,3.0,3.0,0.14,0.1515,0.86,0.1642,0.0,84.0,84.0
279,13-01-2011,1,0,1,1,False,4,1,0.14,278,0.1212,0.5,0.2836,0,2,2,898.0,09-02-2011,1.0,0.0,2.0,21.0,False,3.0,2.0,0.14,0.1515,0.86,0.1642,0.0,83.0,83.0
280,13-01-2011,1,0,1,2,False,4,1,0.14,279,0.1212,0.5,0.3582,0,2,2,899.0,09-02-2011,1.0,0.0,2.0,22.0,False,3.0,3.0,0.16,0.1667,0.8,0.1642,4.0,42.0,46.0
281,13-01-2011,1,0,1,3,False,4,1,0.14,280,0.1212,0.5,0.3284,0,3,3,900.0,09-02-2011,1.0,0.0,2.0,23.0,False,3.0,3.0,0.16,0.1515,0.8,0.194,0.0,37.0,37.0
282,13-01-2011,1,0,1,4,False,4,1,0.14,281,0.1212,0.5,0.2537,0,4,4,901.0,10-02-2011,1.0,0.0,2.0,0.0,False,4.0,3.0,0.14,0.1364,0.86,0.194,0.0,16.0,16.0
283,13-01-2011,1,0,1,5,False,4,1,0.14,282,0.1212,0.5,0.2985,0,3,3,902.0,10-02-2011,1.0,0.0,2.0,1.0,False,4.0,3.0,0.14,0.1515,0.8,0.1343,0.0,7.0,7.0
284,13-01-2011,1,0,1,6,False,4,1,0.12,283,0.1515,0.54,0.1343,0,28,28,903.0,10-02-2011,1.0,0.0,2.0,2.0,False,4.0,3.0,0.14,0.1515,0.8,0.1343,0.0,3.0,3.0
285,13-01-2011,1,0,1,7,False,4,1,0.12,284,0.1515,0.54,0.1343,0,72,72,904.0,10-02-2011,1.0,0.0,2.0,4.0,False,4.0,2.0,0.14,0.1364,0.59,0.2239,0.0,1.0,1.0
286,13-01-2011,1,0,1,8,False,4,1,0.14,285,0.1364,0.5,0.194,5,197,202,905.0,10-02-2011,1.0,0.0,2.0,5.0,False,4.0,2.0,0.12,0.1212,0.5,0.2239,0.0,6.0,6.0
287,13-01-2011,1,0,1,9,False,4,1,0.14,286,0.1212,0.5,0.3284,2,137,139,906.0,10-02-2011,1.0,0.0,2.0,6.0,False,4.0,2.0,0.12,0.1212,0.54,0.2836,0.0,26.0,26.0
288,13-01-2011,1,0,1,10,False,4,2,0.16,287,0.1364,0.5,0.3582,2,36,38,907.0,10-02-2011,1.0,0.0,2.0,7.0,False,4.0,1.0,0.1,0.0758,0.5,0.4179,0.0,99.0,99.0
289,13-01-2011,1,0,1,11,False,4,2,0.2,288,0.1667,0.44,0.4478,4,33,37,908.0,10-02-2011,1.0,0.0,2.0,8.0,False,4.0,1.0,0.1,0.0758,0.49,0.3284,5.0,173.0,178.0
290,13-01-2011,1,0,1,12,False,4,1,0.2,289,0.1667,0.44,0.4179,3,49,52,909.0,10-02-2011,1.0,0.0,2.0,9.0,False,4.0,1.0,0.12,0.1061,0.42,0.3582,1.0,121.0,122.0
291,13-01-2011,1,0,1,13,False,4,1,0.22,290,0.197,0.41,0.4478,2,81,83,910.0,10-02-2011,1.0,0.0,2.0,10.0,False,4.0,1.0,0.12,0.1061,0.42,0.2985,1.0,34.0,35.0
292,13-01-2011,1,0,1,14,False,4,1,0.22,291,0.197,0.41,0.3881,3,39,42,911.0,10-02-2011,1.0,0.0,2.0,11.0,False,4.0,1.0,0.14,0.1212,0.39,0.3582,1.0,44.0,45.0
293,13-01-2011,1,0,1,15,False,4,1,0.24,292,0.2121,0.38,0.2985,5,55,60,912.0,10-02-2011,1.0,0.0,2.0,12.0,False,4.0,1.0,0.16,0.1364,0.34,0.3881,4.0,65.0,69.0
294,13-01-2011,1,0,1,16,False,4,1,0.24,293,0.2121,0.38,0.3582,2,76,78,913.0,10-02-2011,1.0,0.0,2.0,13.0,False,4.0,1.0,0.18,0.1667,0.29,0.2985,3.0,59.0,62.0
295,13-01-2011,1,0,1,17,False,4,1,0.2,294,0.1818,0.4,0.2836,4,158,162,914.0,10-02-2011,1.0,0.0,2.0,14.0,False,4.0,1.0,0.2,0.1818,0.27,0.2836,6.0,42.0,48.0
296,13-01-2011,1,0,1,18,False,4,1,0.2,295,0.1818,0.4,0.3284,3,141,144,915.0,10-02-2011,1.0,0.0,2.0,15.0,False,4.0,1.0,0.2,0.197,0.25,0.2537,0.0,50.0,50.0
297,13-01-2011,1,0,1,19,False,4,1,0.16,296,0.1515,0.47,0.2537,1,98,99,916.0,10-02-2011,1.0,0.0,2.0,16.0,False,4.0,1.0,0.2,0.1818,0.27,0.2985,4.0,76.0,80.0
298,13-01-2011,1,0,1,20,False,4,1,0.16,297,0.1515,0.47,0.2239,0,64,64,917.0,10-02-2011,1.0,0.0,2.0,17.0,False,4.0,1.0,0.18,0.1818,0.26,0.194,6.0,159.0,165.0
299,13-01-2011,1,0,1,21,False,4,1,0.14,298,0.1212,0.46,0.2985,0,40,40,918.0,10-02-2011,1.0,0.0,2.0,18.0,False,4.0,1.0,0.16,0.1818,0.28,0.1343,3.0,157.0,160.0
300,13-01-2011,1,0,1,22,False,4,1,0.14,299,0.1212,0.46,0.3284,0,30,30,919.0,10-02-2011,1.0,0.0,2.0,19.0,False,4.0,1.0,0.14,0.1667,0.28,0.1045,2.0,110.0,112.0
301,13-01-2011,1,0,1,23,False,4,1,0.12,300,0.1364,0.5,0.194,1,14,15,920.0,10-02-2011,1.0,0.0,2.0,20.0,False,4.0,1.0,0.14,0.1818,0.31,0.0896,4.0,93.0,97.0
302,14-01-2011,1,0,1,0,False,5,1,0.12,301,0.1364,0.5,0.194,0,14,14,921.0,10-02-2011,1.0,0.0,2.0,21.0,False,4.0,1.0,0.14,0.2121,0.39,0.0,2.0,70.0,72.0
303,14-01-2011,1,0,1,1,False,5,1,0.1,302,0.1212,0.54,0.1642,0,5,5,922.0,10-02-2011,1.0,0.0,2.0,22.0,False,4.0,1.0,0.12,0.197,0.39,0.0,4.0,47.0,51.0
304,14-01-2011,1,0,1,2,False,5,1,0.1,303,0.1212,0.54,0.1343,0,1,1,923.0,10-02-2011,1.0,0.0,2.0,23.0,False,4.0,1.0,0.12,0.1515,0.42,0.1045,1.0,33.0,34.0
305,14-01-2011,1,0,1,3,False,5,1,0.1,304,0.1364,0.54,0.1045,0,1,1,924.0,11-02-2011,1.0,0.0,2.0,0.0,False,5.0,1.0,0.1,0.1364,0.49,0.1045,2.0,12.0,14.0
306,14-01-2011,1,0,1,5,False,5,1,0.1,305,0.1364,0.54,0.0896,0,8,8,925.0,11-02-2011,1.0,0.0,2.0,1.0,False,5.0,1.0,0.1,0.1364,0.54,0.0896,1.0,6.0,7.0
307,14-01-2011,1,0,1,6,False,5,1,0.1,306,0.1818,0.54,0.0,0,17,17,926.0,11-02-2011,1.0,0.0,2.0,2.0,False,5.0,1.0,0.1,0.1364,0.54,0.0896,0.0,3.0,3.0
308,14-01-2011,1,0,1,7,False,5,1,0.1,307,0.1212,0.74,0.1642,0,70,70,927.0,11-02-2011,1.0,0.0,2.0,5.0,False,5.0,1.0,0.08,0.1212,0.63,0.0896,0.0,4.0,4.0
309,14-01-2011,1,0,1,8,False,5,1,0.12,308,0.1667,0.68,0.0,2,156,158,928.0,11-02-2011,1.0,0.0,2.0,6.0,False,5.0,1.0,0.1,0.1818,0.68,0.0,1.0,23.0,24.0
310,14-01-2011,1,0,1,9,False,5,1,0.14,309,0.1515,0.69,0.1343,0,117,117,929.0,11-02-2011,1.0,0.0,2.0,7.0,False,5.0,1.0,0.08,0.1667,0.73,0.0,1.0,73.0,74.0
311,14-01-2011,1,0,1,10,False,5,1,0.18,310,0.1818,0.55,0.194,4,40,44,930.0,11-02-2011,1.0,0.0,2.0,8.0,False,5.0,1.0,0.1,0.1212,0.74,0.1642,4.0,212.0,216.0
312,14-01-2011,1,0,1,11,False,5,1,0.18,311,0.1667,0.51,0.2836,6,47,53,931.0,11-02-2011,1.0,0.0,2.0,9.0,False,5.0,1.0,0.12,0.1212,0.74,0.2239,8.0,132.0,140.0
313,14-01-2011,1,0,1,12,False,5,1,0.2,312,0.197,0.44,0.2537,2,59,61,932.0,11-02-2011,1.0,0.0,2.0,10.0,False,5.0,1.0,0.14,0.1364,0.69,0.194,5.0,39.0,44.0
314,14-01-2011,1,0,1,13,False,5,1,0.22,313,0.197,0.37,0.3881,4,73,77,933.0,11-02-2011,1.0,0.0,2.0,11.0,False,5.0,1.0,0.22,0.2273,0.47,0.1343,12.0,52.0,64.0
315,14-01-2011,1,0,1,14,False,5,1,0.22,314,0.2121,0.41,0.2836,5,59,64,934.0,11-02-2011,1.0,0.0,2.0,12.0,False,5.0,1.0,0.22,0.2273,0.47,0.1343,7.0,64.0,71.0
316,14-01-2011,1,0,1,15,False,5,1,0.24,315,0.2424,0.38,0.1642,9,59,68,935.0,11-02-2011,1.0,0.0,2.0,13.0,False,5.0,1.0,0.24,0.2273,0.35,0.194,21.0,89.0,110.0
317,14-01-2011,1,0,1,16,False,5,1,0.22,316,0.2424,0.41,0.1045,3,87,90,936.0,11-02-2011,1.0,0.0,2.0,14.0,False,5.0,1.0,0.3,0.2879,0.26,0.2537,17.0,67.0,84.0
318,14-01-2011,1,0,1,17,False,5,1,0.22,317,0.2273,0.41,0.1642,4,155,159,937.0,11-02-2011,1.0,0.0,2.0,15.0,False,5.0,1.0,0.32,0.3182,0.21,0.1642,12.0,62.0,74.0
319,14-01-2011,1,0,1,18,False,5,1,0.2,318,0.2576,0.47,0.0,5,134,139,938.0,11-02-2011,1.0,0.0,2.0,16.0,False,5.0,1.0,0.3,0.2879,0.28,0.194,14.0,111.0,125.0
320,14-01-2011,1,0,1,19,False,5,1,0.16,319,0.197,0.59,0.0896,3,89,92,939.0,11-02-2011,1.0,0.0,2.0,17.0,False,5.0,1.0,0.3,0.3333,0.24,0.0,18.0,193.0,211.0
321,14-01-2011,1,0,1,20,False,5,1,0.18,320,0.2424,0.59,0.0,0,68,68,940.0,11-02-2011,1.0,0.0,2.0,18.0,False,5.0,1.0,0.28,0.3182,0.28,0.0,9.0,165.0,174.0
322,14-01-2011,1,0,1,21,False,5,1,0.16,321,0.2273,0.69,0.0,4,48,52,941.0,11-02-2011,1.0,0.0,2.0,19.0,False,5.0,1.0,0.26,0.303,0.33,0.0,7.0,94.0,101.0
323,14-01-2011,1,0,1,22,False,5,2,0.16,322,0.2273,0.69,0.0,2,34,36,942.0,11-02-2011,1.0,0.0,2.0,20.0,False,5.0,1.0,0.22,0.2273,0.55,0.1343,2.0,61.0,63.0
324,14-01-2011,1,0,1,23,False,5,2,0.18,323,0.2424,0.55,0.0,1,26,27,943.0,11-02-2011,1.0,0.0,2.0,21.0,False,5.0,1.0,0.2,0.2121,0.59,0.1343,1.0,46.0,47.0
325,15-01-2011,1,0,1,0,False,6,1,0.18,324,0.2424,0.55,0.0,3,25,28,944.0,11-02-2011,1.0,0.0,2.0,22.0,False,5.0,1.0,0.2,0.2273,0.64,0.0896,2.0,41.0,43.0
326,15-01-2011,1,0,1,1,False,6,2,0.16,325,0.197,0.59,0.0896,2,18,20,945.0,11-02-2011,1.0,0.0,2.0,23.0,False,5.0,1.0,0.18,0.2424,0.69,0.0,5.0,48.0,53.0
327,15-01-2011,1,0,1,2,False,6,2,0.16,326,0.197,0.59,0.0896,0,12,12,946.0,12-02-2011,1.0,0.0,2.0,0.0,False,6.0,1.0,0.16,0.197,0.69,0.0896,3.0,27.0,30.0
328,15-01-2011,1,0,1,3,False,6,2,0.16,327,0.2273,0.59,0.0,1,7,8,947.0,12-02-2011,1.0,0.0,2.0,1.0,False,6.0,1.0,0.14,0.2121,0.86,0.0,2.0,22.0,24.0
329,15-01-2011,1,0,1,4,False,6,2,0.16,328,0.2273,0.59,0.0,0,5,5,948.0,12-02-2011,1.0,0.0,2.0,2.0,False,6.0,1.0,0.14,0.2121,0.8,0.0,2.0,13.0,15.0
330,15-01-2011,1,0,1,5,False,6,1,0.16,329,0.2273,0.59,0.0,0,1,1,949.0,12-02-2011,1.0,0.0,2.0,3.0,False,6.0,1.0,0.12,0.197,0.8,0.0,3.0,7.0,10.0
331,15-01-2011,1,0,1,6,False,6,1,0.14,330,0.1667,0.63,0.1045,1,2,3,950.0,12-02-2011,1.0,0.0,2.0,4.0,False,6.0,1.0,0.12,0.1667,0.74,0.0896,0.0,4.0,4.0
332,15-01-2011,1,0,1,7,False,6,1,0.14,331,0.2121,0.63,0.0,1,9,10,951.0,12-02-2011,1.0,0.0,2.0,5.0,False,6.0,1.0,0.12,0.1667,0.74,0.0896,0.0,1.0,1.0
333,15-01-2011,1,0,1,8,False,6,1,0.14,332,0.1515,0.63,0.1343,1,22,23,952.0,12-02-2011,1.0,0.0,2.0,6.0,False,6.0,1.0,0.12,0.1364,0.93,0.194,1.0,1.0,2.0
334,15-01-2011,1,0,1,9,False,6,1,0.16,333,0.1818,0.64,0.1343,2,31,33,953.0,12-02-2011,1.0,0.0,2.0,7.0,False,6.0,1.0,0.12,0.1515,0.8,0.1045,2.0,9.0,11.0
335,15-01-2011,1,0,1,10,False,6,1,0.18,334,0.197,0.59,0.1642,2,57,59,954.0,12-02-2011,1.0,0.0,2.0,8.0,False,6.0,1.0,0.14,0.1515,0.86,0.1343,2.0,28.0,30.0
336,15-01-2011,1,0,1,11,False,6,1,0.2,335,0.197,0.55,0.2239,18,54,72,955.0,12-02-2011,1.0,0.0,2.0,9.0,False,6.0,1.0,0.16,0.1818,0.64,0.1343,5.0,38.0,43.0
337,15-01-2011,1,0,1,12,False,6,1,0.24,336,0.2273,0.48,0.2239,15,74,89,956.0,12-02-2011,1.0,0.0,2.0,10.0,False,6.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0
338,15-01-2011,1,0,1,13,False,6,1,0.28,337,0.2576,0.38,0.2985,21,80,101,957.0,12-02-2011,1.0,0.0,2.0,11.0,False,6.0,1.0,0.3,0.2727,0.28,0.3284,30.0,84.0,114.0
339,15-01-2011,1,0,1,14,False,6,1,0.3,338,0.2879,0.39,0.2836,26,92,118,958.0,12-02-2011,1.0,0.0,2.0,12.0,False,6.0,1.0,0.3,0.2727,0.39,0.4627,27.0,93.0,120.0
340,15-01-2011,1,0,1,15,False,6,2,0.32,339,0.3182,0.36,0.194,21,108,129,959.0,12-02-2011,1.0,0.0,2.0,13.0,False,6.0,1.0,0.3,0.2727,0.39,0.4179,32.0,103.0,135.0
341,15-01-2011,1,0,1,16,False,6,2,0.34,340,0.3333,0.34,0.194,33,95,128,960.0,12-02-2011,1.0,0.0,2.0,14.0,False,6.0,1.0,0.34,0.3182,0.31,0.2836,30.0,90.0,120.0
342,15-01-2011,1,0,1,17,False,6,2,0.32,341,0.303,0.36,0.2836,29,54,83,961.0,12-02-2011,1.0,0.0,2.0,15.0,False,6.0,1.0,0.34,0.303,0.29,0.4179,47.0,127.0,174.0
343,15-01-2011,1,0,1,18,False,6,2,0.3,342,0.2879,0.45,0.2537,15,69,84,962.0,12-02-2011,1.0,0.0,2.0,16.0,False,6.0,1.0,0.34,0.303,0.29,0.4179,42.0,103.0,145.0
344,15-01-2011,1,0,1,19,False,6,2,0.32,343,0.303,0.39,0.2537,14,60,74,963.0,12-02-2011,1.0,0.0,2.0,17.0,False,6.0,1.0,0.32,0.2879,0.31,0.5224,24.0,113.0,137.0
345,15-01-2011,1,0,1,20,False,6,2,0.32,344,0.303,0.39,0.2537,6,35,41,964.0,12-02-2011,1.0,0.0,2.0,18.0,False,6.0,1.0,0.28,0.2576,0.38,0.3284,4.0,60.0,64.0
346,15-01-2011,1,0,1,21,False,6,2,0.32,345,0.303,0.39,0.2239,6,51,57,965.0,12-02-2011,1.0,0.0,2.0,19.0,False,6.0,1.0,0.28,0.2727,0.38,0.1642,2.0,39.0,41.0
347,15-01-2011,1,0,1,22,False,6,2,0.3,346,0.3182,0.42,0.1045,0,26,26,966.0,12-02-2011,1.0,0.0,2.0,20.0,False,6.0,1.0,0.26,0.2576,0.41,0.2239,1.0,39.0,40.0
348,15-01-2011,1,0,1,23,False,6,1,0.3,347,0.2879,0.45,0.2836,5,39,44,967.0,12-02-2011,1.0,0.0,2.0,21.0,False,6.0,1.0,0.26,0.303,0.41,0.0,9.0,42.0,51.0
349,16-01-2011,1,0,1,0,False,0,1,0.26,348,0.303,0.56,0.0,6,33,39,968.0,12-02-2011,1.0,0.0,2.0,22.0,False,6.0,1.0,0.24,0.2576,0.44,0.0896,6.0,39.0,45.0
350,16-01-2011,1,0,1,1,False,0,1,0.26,349,0.2727,0.56,0.1343,4,19,23,969.0,12-02-2011,1.0,0.0,2.0,23.0,False,6.0,1.0,0.22,0.2273,0.51,0.1343,1.0,31.0,32.0
351,16-01-2011,1,0,1,2,False,0,1,0.26,350,0.2879,0.56,0.0896,3,13,16,970.0,13-02-2011,1.0,0.0,2.0,0.0,False,0.0,1.0,0.2,0.2273,0.64,0.1045,5.0,34.0,39.0
352,16-01-2011,1,0,1,3,False,0,1,0.22,351,0.2727,0.69,0.0,9,6,15,971.0,13-02-2011,1.0,0.0,2.0,1.0,False,0.0,1.0,0.2,0.2273,0.59,0.0896,1.0,23.0,24.0
353,16-01-2011,1,0,1,4,False,0,1,0.26,352,0.2576,0.56,0.1642,0,1,1,972.0,13-02-2011,1.0,0.0,2.0,2.0,False,0.0,2.0,0.2,0.2273,0.75,0.0896,1.0,19.0,20.0
354,16-01-2011,1,0,1,5,False,0,2,0.26,353,0.2576,0.56,0.1642,1,1,2,973.0,13-02-2011,1.0,0.0,2.0,3.0,False,0.0,2.0,0.2,0.2273,0.69,0.1045,4.0,8.0,12.0
355,16-01-2011,1,0,1,6,False,0,2,0.26,354,0.2576,0.56,0.1642,0,1,1,974.0,13-02-2011,1.0,0.0,2.0,4.0,False,0.0,2.0,0.2,0.2121,0.69,0.1642,0.0,2.0,2.0
356,16-01-2011,1,0,1,7,False,0,2,0.24,355,0.2121,0.56,0.2985,0,3,3,975.0,13-02-2011,1.0,0.0,2.0,6.0,False,0.0,2.0,0.2,0.2121,0.69,0.1343,2.0,3.0,5.0
357,16-01-2011,1,0,1,8,False,0,1,0.22,356,0.2121,0.55,0.2836,0,18,18,976.0,13-02-2011,1.0,0.0,2.0,7.0,False,0.0,2.0,0.22,0.2727,0.55,0.0,0.0,3.0,3.0
358,16-01-2011,1,0,1,9,False,0,1,0.22,357,0.2121,0.51,0.2537,3,29,32,977.0,13-02-2011,1.0,0.0,2.0,8.0,False,0.0,2.0,0.22,0.2273,0.64,0.194,1.0,11.0,12.0
359,16-01-2011,1,0,1,10,False,0,1,0.22,358,0.2121,0.51,0.2836,8,71,79,978.0,13-02-2011,1.0,0.0,2.0,9.0,False,0.0,2.0,0.24,0.2273,0.6,0.2239,12.0,35.0,47.0
